Channel ID,Created Date,Video ID,Published Time,Duration,Viewship,Title,Description
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:45,fgbiIRLAZUk,3 bulan lalu,19:17,70611,Kes Yayasan Albukhary: Anwar bohong Parlimen,Kes Yayasan Albukhary: Anwar bohong Parlimen
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:45,PrW_M5W24vg,3 bulan lalu,30:48,31540,Akhirnya Anwar berjaya memiliki Umno,Akhirnya Anwar berjaya memiliki Umno
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:45,i02XiHOxsJY,3 bulan lalu,24:10,74726,Krisis Anwar dengan Raja-Raja Melayu,Krisis Anwar dengan Raja-Raja Melayu
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:45,a1v4Dob9vtM,3 bulan lalu,19:52,63752,"Anwar ugut tumpah darah, Zahid bangkai bernyawa","Anwar ugut tumpah darah, Zahid bangkai bernyawa"
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:45,fsC-CZSM858,3 bulan lalu,23:47,54165,Pengampunan Anwar Ibrahim: di antara dongeng dan kebenaran,Pengampunan Anwar Ibrahim: di antara dongeng dan kebenaran
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:45,q9ldYUyJ0YY,3 bulan lalu,24:18,93668,Projek LCS: Anwar sekat AG charge Zahid,Projek LCS: Anwar sekat AG charge Zahid
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:45,DXrrPqZE0lw,3 bulan lalu,5:29,36601,"Kelantan: kalau nak air, undi UMNO","Kelantan: kalau nak air, undi UMNO"
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:45,FwzinID5v0c,3 bulan lalu,20:23,48197,Datuk Roy seorang conman dan bukan 'mastermind' Jana Wibawa,Datuk Roy seorang conman dan bukan 'mastermind' Jana Wibawa
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:45,APEgZwKD_NU,3 bulan lalu,42:47,55066,N Gobalakrishnan dan Raja Petra: sejauh mana pencapaian reformasi,N Gobalakrishnan dan Raja Petra: sejauh mana pencapaian reformasi
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:45,zJZ7kypolbk,3 bulan lalu,20:56,37337,Operasi Lalang 2.0 akan dilancarkan terhadap Perikatan Nasional,Operasi Lalang 2.0 akan dilancarkan terhadap Perikatan Nasional
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:45,n0U0XIgVhBQ,3 bulan lalu,18:32,57829,Jenayah Muhyiddin Yassin dan Abdul Hadi Awang,Jenayah Muhyiddin Yassin dan Abdul Hadi Awang
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:45,D1Y4x_H3ZPE,3 bulan lalu,26:16,75680,Charge terhadap Muhyiddin Yassin mala fide,Charge terhadap Muhyiddin Yassin mala fide
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:45,4sBkqpR19JE,3 bulan lalu,17:35,57898,Jasa PAS kepada Anwar dibalas dengan penghianatan,Jasa PAS kepada Anwar dibalas dengan penghianatan
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:45,lwz4FS2wDFc,3 bulan lalu,12:41,66933,Muhyiddin akan dicharge esok: tapi hanya round pertama,Muhyiddin akan dicharge esok: tapi hanya round pertama
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:45,PNu8Q9kT_mI,3 bulan lalu,20:24,77944,Muhyiddin & Bersatu saman Kerajaan Malaysia,Muhyiddin & Bersatu saman Kerajaan Malaysia
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:45,Yxjygcv8p8c,3 bulan lalu,11:40,94900,Pemilihan Umno: Team Zahid menghadapi kekalahan teruk,Pemilihan Umno: Team Zahid menghadapi kekalahan teruk
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:45,V0uNp4NP2v8,3 bulan lalu,25:57,24603,Tidak semesti ikut titah Sultan,Tidak semesti ikut titah Sultan
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:45,vlWYyH19vrI,3 bulan lalu,25:23,42257,Kerajaan nak matikan Perikatan Nasional once and for all,Kerajaan nak matikan Perikatan Nasional once and for all
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:45,PTnmNpkTmIM,3 bulan lalu,25:40,60245,Kegagalan Anwar Ibrahim,Kegagalan Anwar Ibrahim
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:45,K9tRd49gUlc,3 bulan lalu,19:32,60386,100 hari sebagai PM: Report Card kegagalan Anwar Ibrahim,100 hari sebagai PM: Report Card kegagalan Anwar Ibrahim
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:45,guVNe1E2RNg,4 bulan lalu,18:01,14952,Tak salah guna agama dan perkauman sebagai strategi politik,Tak salah guna agama dan perkauman sebagai strategi politik
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:45,9Slluln7UTA,4 bulan lalu,16:36,33093,Tak salah jatuhkan kerajaan,Tak salah jatuhkan kerajaan
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:45,Ln937TxSgPA,4 bulan lalu,18:35,34434,Anwar Ibrahim isytihar perang dengan Kelantan dan Terengganu,Anwar Ibrahim isytihar perang dengan Kelantan dan Terengganu
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:45,p7Alciehl5U,4 bulan lalu,20:13,25282,Royalti Minyak untuk Terengganu dan Kelantan bakal dibatal,Royalti Minyak untuk Terengganu dan Kelantan bakal dibatal
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:45,6oBWU2c-gDg,4 bulan lalu,20:32,45790,Tuduhan Muhyiddin beri kontrak kepada menantu sendiri,Tuduhan Muhyiddin beri kontrak kepada menantu sendiri
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:45,6vxqlDjnLqY,4 bulan lalu,20:55,34186,Report Card 100 hari kerajaan tidak berpaduan,Report Card 100 hari kerajaan tidak berpaduan
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:45,BV0Zzwqd3uQ,4 bulan lalu,13:52,37352,Pakatan Harapan tikam belakang Terengganu dan Kelantan,Pakatan Harapan tikam belakang Terengganu dan Kelantan
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:45,-TZuSF1w7uo,4 bulan lalu,23:29,33789,"Minyak Terengganu dan Kelantan hak negeri, bukan hak Petronas","Minyak Terengganu dan Kelantan hak negeri, bukan hak Petronas"
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:46,jS25Vlfz22U,4 bulan lalu,11:33,50591,Kerajaan pusat nak ‘bunuh’ Melayu di Terengganu dan Kelantan,Kerajaan pusat nak ‘bunuh’ Melayu di Terengganu dan Kelantan
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:46,kKA9SvlCJj8,4 bulan lalu,3:15,49882,Tindakan terhadap Wan Saiful ada yang tak kena dan mala fide,Tindakan terhadap Wan Saiful ada yang tak kena dan mala fide
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:46,fYKANHSno9U,4 bulan lalu,19:45,67047,Sokongan untuk PAS meningkat,Sokongan untuk PAS meningkat
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:46,SCpYrttQq98,4 bulan lalu,24:01,63486,Peguam Negara menghadapi kesukaran nak charge Muhyiddin,Peguam Negara menghadapi kesukaran nak charge Muhyiddin
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:46,kK-Cfw14i7M,4 bulan lalu,14:51,61912,Anwar bawa Malaysia ke arah kehancuran,Anwar bawa Malaysia ke arah kehancuran
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:46,4JlXs5uluZw,4 bulan lalu,12:43,80913,"Muhyiddin , Wan Saiful, dan Adam Radlan akan kena charge kes rasuah","Muhyiddin, Wan Saiful, dan Adam Radlan akan kena charge kes rasuah"
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:46,Vae9gwgq4b0,4 bulan lalu,18:32,38847,"Muhyiddin disiasat sebagai suspect, bukan saksi, kata The Star","Muhyiddin disiasat sebagai suspect, bukan saksi, kata The Star"
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:46,d1c7KQ0-U8Q,4 bulan lalu,13:09,36334,SPRM perlu jelaskan isu RM300 juta dalam akaun bank Bersatu,SPRM perlu jelaskan isu RM300 juta dalam akaun bank Bersatu
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:46,ezunJ7xlRU8,4 bulan lalu,15:19,56216,Hari ini SPRM titah Muhyiddin mengadap,Hari ini SPRM titah Muhyiddin mengadap
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:46,XZkacHRjEq8,4 bulan lalu,10:42,41354,"Anwar lari ke Turkey, tak berani berhadapan dengan Muhyiddin di Parlimen","Anwar lari ke Turkey, tak berani berhadapan dengan Muhyiddin di Parlimen"
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:46,87xh218hkig,4 bulan lalu,21:36,71860,SPRM nak jerat Muhyiddin Yassin,SPRM nak jerat Muhyiddin Yassin
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:46,iJpmuScXclg,4 bulan lalu,19:26,49418,"Tidak ada RM300 juta dalam akaun bank Bersatu, kata Lokman","Tidak ada RM300 juta dalam akaun bank Bersatu, kata Lokman"
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:46,pbfcXqlNn-g,4 bulan lalu,19:29,82545,Pemuda PKR tuduh Dr Wan Azizah kebas berjuta Ringgit derma dari penyokong,Pemuda PKR tuduh Dr Wan Azizah kebas berjuta Ringgit derma dari penyokong
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:46,9npIMNRmDxM,4 bulan lalu,22:46,42905,PRN: Pakatan nak kalahkan Perikatan dengan membeku akaun bank Bersatu,PRN: Pakatan nak kalahkan Perikatan dengan membeku akaun bank Bersatu
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:46,xBRqgxg8g20,4 bulan lalu,17:09,48095,"Muhyiddin dan Khairy terlibat rasuah, kata Anwar","Muhyiddin dan Khairy terlibat rasuah, kata Anwar"
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:46,g9ZfTuclqx8,4 bulan lalu,19:41,15932,Madani Anwar diciplak dari Hadhari Pak Lah,Madani Anwar diciplak dari Hadhari Pak Lah
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:46,o-ODs9J6_pk,4 bulan lalu,16:09,23822,Jawatankuasa Komunikasi Strategi: unit serangan fitnah terhadap pembangkang,Jawatankuasa Komunikasi Strategi: unit serangan fitnah terhadap pembangkang
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:46,gBjQ1mdEXR8,4 bulan lalu,12:22,33307,Umno sudah tahu akan kalah PRU15 tapi Zahid Hamidi tak peduli,Umno sudah tahu akan kalah PRU15 tapi Zahid Hamidi tak peduli
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:46,G5XARyOQbCg,4 bulan lalu,15:46,43856,Udang di sebalik lantikan Nurul Izzah,Udang di sebalik lantikan Nurul Izzah
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:46,2MU7L8uAb9w,4 bulan lalu,17:17,24321,Melayu benci Melayu kerana politik,Melayu benci Melayu kerana politik
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:46,Pv_aPQznUsA,5 bulan lalu,15:08,37307,PRU15: BN belanja RM6 juta dan PH belanja RM10 juta satu kerusi parlimen,PRU15: BN belanja RM6 juta dan PH belanja RM10 juta satu kerusi parlimen
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:46,EC905nwrqQ4,5 bulan lalu,15:08,59806,90 pengundi membuat pengakuan bersumpah Perikatan merasuah mereka masa PRU15,90 pengundi membuat pengakuan bersumpah Perikatan merasuah mereka masa PRU15
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:46,RMvO44p62jQ,5 bulan lalu,25:06,65531,Betul ke ada RM300 juta dalam akaun bank Bersatu?,Betul ke ada RM300 juta dalam akaun bank Bersatu?
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:46,IPyOJUzkayc,5 bulan lalu,22:23,23751,Bila sesuai untuk mengadakan PRN: sekarang atau 6 bulan lagi?,Bila sesuai untuk mengadakan PRN: sekarang atau 6 bulan lagi?
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:46,b9r_Uelmxi8,5 bulan lalu,5:58,61337,Bukti menunjukkan Bersatu TIDAK curi RM4.5 bilion,Bukti menunjukkan Bersatu TIDAK curi RM4.5 bilion
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:46,ER9b36BVu_M,5 bulan lalu,8:10,74026,Khairy Jamaluddin PM-in-waiting,Khairy Jamaluddin PM-in-waiting
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:46,rlUD1k2Vwkc,5 bulan lalu,14:02,89236,Bukan tangan Zahid tapi tangan Anwar yang menggerakkan Umno,Bukan tangan Zahid tapi tangan Anwar yang menggerakkan Umno
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:46,IO9So6RMF-E,5 bulan lalu,16:58,61087,"Zahid Hamidi ialah DPM Umno, bukan DPM Malaysia, kata Isham Jalil","Zahid Hamidi ialah DPM Umno, bukan DPM Malaysia, kata Isham Jalil"
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:46,9Yxvesa6A5c,5 bulan lalu,15:54,43503,Bila Isham Jalil nak tunjuk bukti Najib tidak bersalah?,Bila Isham Jalil nak tunjuk bukti Najib tidak bersalah?
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:46,iQY9pIrzi-M,5 bulan lalu,13:23,27393,Umno sudah hilang halatuju dan asas perjuangan,Umno sudah hilang halatuju dan asas perjuangan
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:47,XlsK0suwEuc,5 bulan lalu,22:22,30638,Cash for votes: sudah jadi budaya orang Melayu terima imbuhan,Cash for votes: sudah jadi budaya orang Melayu terima imbuhan
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:47,-zKhWYVEmeM,5 bulan lalu,9:05,19848,Betul ke Umno kalah PRU15 kerana rasuah?,Betul ke Umno kalah PRU15 kerana rasuah?
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:47,zSaRvAuyM-s,5 bulan lalu,17:53,37741,Umno tak boleh move on: tak boleh terima kekalahan dalam PRU15,Umno tak boleh move on: tak boleh terima kekalahan dalam PRU15
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:47,zMcwk-wWyYw,5 bulan lalu,24:49,36809,Tuduhan PN sogok pengundi: perang saraf Umno-PKR,Tuduhan PN sogok pengundi: perang saraf Umno-PKR
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:47,QV1mYOEdKVs,5 bulan lalu,19:48,38269,Majlis Ulama Umno: Senjata untuk menang PRN di Malay heartland,Majlis Ulama Umno: Senjata untuk menang PRN di Malay heartland
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:47,VI0b4U3_fg8,5 bulan lalu,26:33,30372,"Kerajaan perpaduan auta, rakyat masih berpecah","Kerajaan perpaduan auta, rakyat masih berpecah"
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:47,p5AfnumoCys,5 bulan lalu,17:57,50880,Umno hidup segan mati tak mahu,Umno hidup segan mati tak mahu
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:47,fXLxLJSR1Vk,5 bulan lalu,19:37,20824,"Melayu suka bergaduh, tak suka bersatu","Melayu suka bergaduh, tak suka bersatu"
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:47,KtvtvlL_0u0,5 bulan lalu,16:26,46927,Betul ke Agong melakukan jenayah dengan memaksa Umno menyertai kerajaan?,Betul ke Agong melakukan jenayah dengan memaksa Umno menyertai kerajaan?
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:47,jeDo7CRqmN4,5 bulan lalu,8:41,34990,Anwar campur tangan untuk selamatkan Umno dari diharamkan,Anwar campur tangan untuk selamatkan Umno dari diharamkan
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:47,HasJKENeDjo,5 bulan lalu,16:24,20605,Isu PAS tunggang agama,Isu PAS tunggang agama
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:47,ObhgkfXyLss,5 bulan lalu,7:56,83380,Umno mohon mahkamah membatalkan kemenangan Perikatan Nasional di 74 kerusi parlimen,Umno mohon mahkamah membatalkan kemenangan Perikatan Nasional di 74 kerusi parlimen
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:47,VhD5R-k1QQo,5 bulan lalu,24:44,54466,Muhyiddin curi RM600 bilion? Zahid cakap karut di PAU,Muhyiddin curi RM600 bilion? Zahid cakap karut di PAU
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:47,DWtm2S8rS2g,5 bulan lalu,16:24,59422,"Zahid ialah sebabnya Umno kalah teruk dalam PRU15, kata DAP","Zahid ialah sebabnya Umno kalah teruk dalam PRU15, kata DAP"
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:47,xaRkFwORjv0,5 bulan lalu,11:14,28602,Pertandingan parti dan PRU merosakkan perpaduan ummah: wajar diharamkan,Pertandingan parti dan PRU merosakkan perpaduan ummah: wajar diharamkan
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:47,4seMsPGm1h0,5 bulan lalu,10:46,33049,Bukan ke kerajaan Zahid yang telah penjarakan Najib?,Bukan ke kerajaan Zahid yang telah penjarakan Najib?
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:47,nKm4cpHGsTI,5 bulan lalu,16:53,45609,"“Kluster Mahkamah” baru dari Perikatan Nasional, kata Zahid Hamidi","“Kluster Mahkamah” baru dari Perikatan Nasional, kata Zahid Hamidi"
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:47,CcC7VFlckPI,5 bulan lalu,13:16,61564,Sebab apa Zahid takut bertanding?,Sebab apa Zahid takut bertanding?
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:47,Z_sbO4zNd8U,5 bulan lalu,12:56,111671,Pemilihan Umno: Team A lawan Team B dan langkah untuk matikan KJ,Pemilihan Umno: Team A lawan Team B dan langkah untuk matikan KJ
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:47,15wUJG8o_Ow,5 bulan lalu,10:57,36637,Bersatu dituduh terima rasuah sebanyak RM4.5 bilion,Bersatu dituduh terima rasuah sebanyak RM4.5 bilion
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:47,Enm30zVTSNw,5 bulan lalu,10:13,83243,Ahli parlimen Perikatan Nasional akan dipecat dan pemimpin parti ditangkap,Ahli parlimen Perikatan Nasional akan dipecat dan pemimpin parti ditangkap
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:47,gxpG3ZJiSBo,5 bulan lalu,13:01,98215,Sebab apa Sabah bergolak?,Sebab apa Sabah bergolak?
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:47,CXuhhto2z6M,5 bulan lalu,16:02,44692,Anwar Ibrahim tak akan selamatkan Najib Razak,Anwar Ibrahim tak akan selamatkan Najib Razak
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:47,XxnQ8r84TpY,5 bulan lalu,25:33,22034,Kisah benar: sejarah PAS berkawan dengan DAP,Kisah benar: sejarah PAS berkawan dengan DAP
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:47,JHU8c5zWgVs,5 bulan lalu,7:39,26299,Projek LCS akan diguna untuk pancung Hishammuddin Hussein,Projek LCS akan diguna untuk pancung Hishammuddin Hussein
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:47,QFKHfhfo1OE,5 bulan lalu,3:45,33987,"Tuduhan penyelewengan RM600 bilion adalah fitnah, kata Zafrul","Tuduhan penyelewengan RM600 bilion adalah fitnah, kata Zafrul"
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:47,eJf0WR9SRgU,5 bulan lalu,11:20,29740,Grassroots Umno tolak gabungan Pakatan-Barisan,Grassroots Umno tolak gabungan Pakatan-Barisan
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:47,7tuFFJPsv00,6 bulan lalu,8:38,31053,Umno sengaja kalah PRU15 untuk menjatuhkan Ismail Sabri Yaakob,Umno sengaja kalah PRU15 untuk menjatuhkan Ismail Sabri Yaakob
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:47,glH-divaNNo,6 bulan lalu,14:08,26535,"Umno nak autocracy, bukan democracy","Umno nak autocracy, bukan democracy"
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:47,BlVgpGqrqPE,6 bulan lalu,13:19,24652,Anwar dan Zahid yang mengajar kita agama dan politik tak boleh dipisah,Anwar dan Zahid yang mengajar kita agama dan politik tak boleh dipisah
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:49,yxVVrRZeBeM,6 bulan lalu,3:43,16856,Happy New Year 2023,HAPPY NEW YEAR 2023
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:49,Z4-F4svhFps,6 bulan lalu,18:25,48876,Sebabnya Umno join Pakatan: logik Lokman Adam logik songsang,Sebabnya Umno join Pakatan: logik Lokman Adam logik songsang
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:49,HRBQfKH6W4E,6 bulan lalu,9:33,39447,Pakatan Harapan mewarisi ‘kerajaan gagal’,Pakatan Harapan mewarisi ‘kerajaan gagal’
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:49,5eXulQgp_gY,6 bulan lalu,15:15,65036,Zahid dan kesemua 3.5 juta ahli Umno minta maaf dari DAP,Zahid dan kesemua 3.5 juta ahli Umno minta maaf dari DAP
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:49,JQl9EEUeiv8,6 bulan lalu,11:01,60073,Zahid takut dicabar jawatan presiden Umno,Zahid takut dicabar jawatan presiden Umno
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:49,WMWx6o2F5dM,6 bulan lalu,3:34,36395,PRU15: Umno kena kencing atau Umno yang kencing?,PRU15: Umno kena kencing atau Umno yang kencing?
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:49,SP54ruFFg5g,6 bulan lalu,10:36,34723,"Boikot ayam, kata Rafizi","Boikot ayam, kata Rafizi"
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:49,O4L4u7EJDH4,6 bulan lalu,24:33,82405,Sebabnya Hamzah dan bukan PAS ketua pembangkang,Sebabnya Hamzah dan bukan PAS ketua pembangkang
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:49,34xzB-GHadU,6 bulan lalu,17:18,70926,PENDEDAHAN PANAS: Zahid Hamidi sabotage Umno dalam PRU15,PENDEDAHAN PANAS: Zahid Hamidi sabotage Umno dalam PRU15
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:49,MnLrzrOlZzo,6 bulan lalu,19:09,47961,Betul ke DAP anti-Islam?,Betul ke DAP anti-Islam?
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:49,WLIWnCgNoPs,6 bulan lalu,14:27,66443,"Muhyiddin menang pusingan pertama, Anwar menang pusingan ketiga","Muhyiddin menang pusingan pertama, Anwar menang pusingan ketiga"
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:49,LhHg2yylXsc,6 bulan lalu,11:27,76315,Anwar gagal mendapat majoriti: perlu paksa MP sokong dia,Anwar gagal mendapat majoriti: perlu paksa MP sokong dia
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:49,QulnOlE5BlI,6 bulan lalu,12:50,95917,"WORLD CUP: Raja Petra Kamarudin 10, Lokman Noor Adam 0","WORLD CUP: Raja Petra Kamarudin 10, Lokman Noor Adam 0"
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:49,HpakF0-0xrw,6 bulan lalu,11:10,44852,Pakatan Harapan menang hanya 38% undi popular dan 11% Undi Melayu: itu bukan mandat rakyat,Pakatan Harapan menang hanya 38% undi popular dan 11% Undi Melayu: itu bukan mandat rakyat
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:49,y0TIv29l8nY,6 bulan lalu,12:10,86963,Agong “moved the goalposts”,Agong “moved the goalposts”
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:49,qmDDiBVLtgM,6 bulan lalu,19:47,128311,Agong titah Anwar untuk menjelaskan bagaimana dia boleh jadi PM10,Agong titah Anwar untuk menjelaskan bagaimana dia boleh jadi PM10
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:49,IrUepgfUUC4,6 bulan lalu,19:35,74750,Kerajaan Umno-PKR-DAP bapak fake news,Kerajaan Umno-PKR-DAP bapak fake news
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:49,9yP6lGEd-MQ,6 bulan lalu,19:38,102484,Kes rasuah LCS Zahid Hamidi: sebab apa senyap?,Kes rasuah LCS Zahid Hamidi: sebab apa senyap?
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:49,DQ2aX9aZVcY,6 bulan lalu,9:44,53636,"Anwar dan Pakatan kerajaan, bukan pembangkang","Anwar dan Pakatan kerajaan, bukan pembangkang"
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:49,0cC0hqrCr9Q,6 bulan lalu,11:08,51548,Tak salah menyoal atau menentang Raja yang melakukan kesalahan,Tak salah menyoal atau menentang Raja yang melakukan kesalahan
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:49,0PVw1q2tGkw,7 bulan lalu,9:45,37330,Kerajaan PH-BN bukan Kerajaan Perpaduan,Kerajaan PH-BN bukan Kerajaan Perpaduan
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:49,_zqNmA4cQd8,7 bulan lalu,9:21,84466,Anwar PM: Komplot tahun 1987 akhirnya berjaya,Anwar PM: Komplot tahun 1987 akhirnya berjaya
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:49,Y33L-TabDSQ,7 bulan lalu,14:07,181492,Kabinet Baru: pandangan saya,Kabinet Baru: pandangan saya
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:49,juDEdVCZHac,7 bulan lalu,14:55,138078,Boleh ke Anwar dan Zahid selamatkan Najib?,Boleh ke Anwar dan Zahid selamatkan Najib?
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:49,ttBT33nVM-E,7 bulan lalu,18:02,160665,Najib diminta bantu selesai kebuntuan bentuk cabinet,Najib diminta bantu selesai kebuntuan bentuk cabinet
UCYlcgg_HulaUWfXFhaOFaDw,2023-07-05 03:19:49,220kpISZCrg,7 bulan lalu,16:10,102190,"Zahid mengaku “No Anwar, No DAP” hanya strategi untuk tipu pengundi","Zahid mengaku “No Anwar, No DAP” hanya strategi untuk tipu pengundi.
“All warfare is based on deception. Hence, when we are able to attack, we must seem unable; when using our forces,..."
